s_names,a_names,th_names,values
UserB,Radiators heater,h17_mc10,0.0
UserB,Radiators heater,h18_mc10,0.0
UserB,Radiators heater,h19_mc10,0.0
UserB,Radiators heater,h20_mc10,0.0
UserB,Radiators heater,h21_mc10,0.0
UserB,Radiators heater,h22_mc10,0.0
UserB,Radiators heater,h23_mc10,0.0
UserB,Radiators heater,h24_mc10,0.0
UserB,Radiators heater,h01_mc11,0.0
UserB,Radiators heater,h02_mc11,0.0
UserB,Radiators heater,h03_mc11,0.0
UserB,Radiators heater,h04_mc11,0.0
UserB,Radiators heater,h05_mc11,0.0
UserB,Radiators heater,h06_mc11,0.0
UserB,Radiators heater,h07_mc11,0.0
UserB,Radiators heater,h08_mc11,0.0
UserB,Radiators heater,h09_mc11,0.0
UserB,Radiators heater,h10_mc11,0.0
UserB,Radiators heater,h11_mc11,0.0
UserB,Radiators heater,h12_mc11,0.0
UserB,Radiators heater,h13_mc11,0.0
UserB,Radiators heater,h14_mc11,0.0
UserB,Radiators heater,h15_mc11,0.0
UserB,Radiators heater,h16_mc11,0.0
UserB,Radiators heater,h17_mc11,0.0
UserB,Radiators heater,h18_mc11,0.0
UserB,Radiators heater,h19_mc11,0.0
UserB,Radiators heater,h20_mc11,0.0
UserB,Radiators heater,h21_mc11,0.0
UserB,Radiators heater,h22_mc11,0.0
UserB,Radiators heater,h23_mc11,0.0
UserB,Radiators heater,h24_mc11,0.0
UserB,Radiators heater,h01_mc12,0.0
UserB,Radiators heater,h02_mc12,0.0
UserB,Radiators heater,h03_mc12,0.0
UserB,Radiators heater,h04_mc12,0.0
UserB,Radiators heater,h05_mc12,0.0
UserB,Radiators heater,h06_mc12,0.0
UserB,Radiators heater,h07_mc12,0.0
UserB,Radiators heater,h08_mc12,0.0
UserB,Radiators heater,h09_mc12,0.0
UserB,Radiators heater,h10_mc12,0.0
UserB,Radiators heater,h11_mc12,0.0
UserB,Radiators heater,h12_mc12,0.0
UserB,Radiators heater,h13_mc12,0.0
UserB,Radiators heater,h14_mc12,0.0
UserB,Radiators heater,h15_mc12,0.0
UserB,Radiators heater,h16_mc12,0.0
UserB,Radiators heater,h17_mc12,0.0
UserB,Radiators heater,h18_mc12,0.0
UserB,Radiators heater,h19_mc12,0.0
UserB,Radiators heater,h20_mc12,0.0
UserB,Radiators heater,h21_mc12,0.0
UserB,Radiators heater,h22_mc12,0.0
UserB,Radiators heater,h23_mc12,0.0
UserB,Radiators heater,h24_mc12,0.0
UserB,Radiators heater,h01_mc13,0.0
UserB,Radiators heater,h02_mc13,0.0
UserB,Radiators heater,h03_mc13,0.0
UserB,Radiators heater,h04_mc13,0.0
UserB,Radiators heater,h05_mc13,0.0
UserB,Radiators heater,h06_mc13,0.0
UserB,Radiators heater,h07_mc13,0.0
UserB,Radiators heater,h08_mc13,0.0
UserB,Radiators heater,h09_mc13,0.0
UserB,Radiators heater,h10_mc13,0.0
UserB,Radiators heater,h11_mc13,0.0
UserB,Radiators heater,h12_mc13,0.0
UserB,Radiators heater,h13_mc13,0.0
UserB,Radiators heater,h14_mc13,0.0
UserB,Radiators heater,h15_mc13,0.0
UserB,Radiators heater,h16_mc13,0.0
UserB,Radiators heater,h17_mc13,0.0
UserB,Radiators heater,h18_mc13,0.0
UserB,Radiators heater,h19_mc13,0.0
UserB,Radiators heater,h20_mc13,0.0
UserB,Radiators heater,h21_mc13,0.0
UserB,Radiators heater,h22_mc13,0.0
UserB,Radiators heater,h23_mc13,0.0
UserB,Radiators heater,h24_mc13,0.0
UserB,Radiators heater,h01_mc14,0.0
UserB,Radiators heater,h02_mc14,0.0
UserB,Radiators heater,h03_mc14,0.0
UserB,Radiators heater,h04_mc14,0.0
UserB,Radiators heater,h05_mc14,0.0
UserB,Radiators heater,h06_mc14,0.0
UserB,Radiators heater,h07_mc14,0.0
UserB,Radiators heater,h08_mc14,0.0
UserB,Radiators heater,h09_mc14,0.0
UserB,Radiators heater,h10_mc14,0.0
UserB,Radiators heater,h11_mc14,0.0
UserB,Radiators heater,h12_mc14,0.0
UserB,Radiators heater,h13_mc14,0.0
UserB,Radiators heater,h14_mc14,0.0
UserB,Radiators heater,h15_mc14,0.0
UserB,Radiators heater,h16_mc14,0.0
UserB,Radiators heater,h17_mc14,0.0
UserB,Radiators heater,h18_mc14,0.0
UserB,Radiators heater,h19_mc14,0.0
UserB,Radiators heater,h20_mc14,0.0
UserB,Radiators heater,h21_mc14,0.0
UserB,Radiators heater,h22_mc14,0.0
UserB,Radiators heater,h23_mc14,0.0
UserB,Radiators heater,h24_mc14,0.0
UserB,Radiators heater,h01_mw01,0.0
UserB,Radiators heater,h02_mw01,0.0
UserB,Radiators heater,h03_mw01,0.0
UserB,Radiators heater,h04_mw01,0.0
UserB,Radiators heater,h05_mw01,0.0
UserB,Radiators heater,h06_mw01,0.0
UserB,Radiators heater,h07_mw01,0.0
UserB,Radiators heater,h08_mw01,0.0
UserB,Radiators heater,h09_mw01,0.0
UserB,Radiators heater,h10_mw01,0.0
UserB,Radiators heater,h11_mw01,0.0
UserB,Radiators heater,h12_mw01,0.0
UserB,Radiators heater,h13_mw01,0.0
UserB,Radiators heater,h14_mw01,0.0
UserB,Radiators heater,h15_mw01,0.0
UserB,Radiators heater,h16_mw01,0.0
UserB,Radiators heater,h17_mw01,0.0
UserB,Radiators heater,h18_mw01,0.0
UserB,Radiators heater,h19_mw01,0.0
UserB,Radiators heater,h20_mw01,0.0
UserB,Radiators heater,h21_mw01,0.0
UserB,Radiators heater,h22_mw01,0.0
UserB,Radiators heater,h23_mw01,0.0
UserB,Radiators heater,h24_mw01,0.0
UserB,Radiators heater,h01_mw02,0.0
UserB,Radiators heater,h02_mw02,0.0
UserB,Radiators heater,h03_mw02,0.0
UserB,Radiators heater,h04_mw02,0.0
UserB,Radiators heater,h05_mw02,0.0
UserB,Radiators heater,h06_mw02,0.0
UserB,Radiators heater,h07_mw02,0.0
UserB,Radiators heater,h08_mw02,0.0
UserB,Radiators heater,h09_mw02,0.0
UserB,Radiators heater,h10_mw02,0.0
UserB,Radiators heater,h11_mw02,0.0
UserB,Radiators heater,h12_mw02,0.0
UserB,Radiators heater,h13_mw02,0.0
UserB,Radiators heater,h14_mw02,0.0
UserB,Radiators heater,h15_mw02,0.0
UserB,Radiators heater,h16_mw02,0.0
UserB,Radiators heater,h17_mw02,0.0
UserB,Radiators heater,h18_mw02,0.0
UserB,Radiators heater,h19_mw02,0.0
UserB,Radiators heater,h20_mw02,0.0
UserB,Radiators heater,h21_mw02,0.0
UserB,Radiators heater,h22_mw02,0.0
UserB,Radiators heater,h23_mw02,0.0
UserB,Radiators heater,h24_mw02,0.0
UserB,Radiators heater,h01_mw03,0.0
UserB,Radiators heater,h02_mw03,0.0
UserB,Radiators heater,h03_mw03,0.0
UserB,Radiators heater,h04_mw03,0.0
UserB,Radiators heater,h05_mw03,0.0
UserB,Radiators heater,h06_mw03,0.0
UserB,Radiators heater,h07_mw03,0.0
UserB,Radiators heater,h08_mw03,0.0
UserB,Radiators heater,h09_mw03,0.0
UserB,Radiators heater,h10_mw03,0.0
UserB,Radiators heater,h11_mw03,0.0
UserB,Radiators heater,h12_mw03,0.0
UserB,Radiators heater,h13_mw03,0.0
UserB,Radiators heater,h14_mw03,0.0
UserB,Radiators heater,h15_mw03,0.0
UserB,Radiators heater,h16_mw03,0.0
UserB,Radiators heater,h17_mw03,0.0
UserB,Radiators heater,h18_mw03,0.0
UserB,Radiators heater,h19_mw03,0.0
UserB,Radiators heater,h20_mw03,0.0
UserB,Radiators heater,h21_mw03,0.0
UserB,Radiators heater,h22_mw03,0.0
UserB,Radiators heater,h23_mw03,0.0
UserB,Radiators heater,h24_mw03,0.0
UserB,Radiators heater,h01_mw04,0.0
UserB,Radiators heater,h02_mw04,0.0
UserB,Radiators heater,h03_mw04,0.0
UserB,Radiators heater,h04_mw04,0.0
UserB,Radiators heater,h05_mw04,0.0
UserB,Radiators heater,h06_mw04,0.0
UserB,Radiators heater,h07_mw04,0.0
UserB,Radiators heater,h08_mw04,0.0
UserB,Radiators heater,h09_mw04,0.0
UserB,Radiators heater,h10_mw04,0.0
UserB,Radiators heater,h11_mw04,0.0
UserB,Radiators heater,h12_mw04,0.0
UserB,Radiators heater,h13_mw04,0.0
UserB,Radiators heater,h14_mw04,0.0
UserB,Radiators heater,h15_mw04,0.0
UserB,Radiators heater,h16_mw04,0.0
UserB,Radiators heater,h17_mw04,0.0
UserB,Radiators heater,h18_mw04,0.0
UserB,Radiators heater,h19_mw04,0.0
UserB,Radiators heater,h20_mw04,0.0
UserB,Radiators heater,h21_mw04,0.0
UserB,Radiators heater,h22_mw04,0.0
UserB,Radiators heater,h23_mw04,0.0
UserB,Radiators heater,h24_mw04,0.0
UserB,Radiators heater,h01_mw05,0.0
UserB,Radiators heater,h02_mw05,0.0
UserB,Radiators heater,h03_mw05,0.0
UserB,Radiators heater,h04_mw05,0.0
UserB,Radiators heater,h05_mw05,0.0
UserB,Radiators heater,h06_mw05,0.0
UserB,Radiators heater,h07_mw05,0.0
UserB,Radiators heater,h08_mw05,0.0
UserB,Radiators heater,h09_mw05,0.0
UserB,Radiators heater,h10_mw05,0.0
UserB,Radiators heater,h11_mw05,0.0
UserB,Radiators heater,h12_mw05,0.0
UserB,Radiators heater,h13_mw05,0.0
UserB,Radiators heater,h14_mw05,0.0
UserB,Radiators heater,h15_mw05,0.0
UserB,Radiators heater,h16_mw05,0.0
UserB,Radiators heater,h17_mw05,0.0
UserB,Radiators heater,h18_mw05,0.0
UserB,Radiators heater,h19_mw05,0.0
UserB,Radiators heater,h20_mw05,0.0
UserB,Radiators heater,h21_mw05,0.0
UserB,Radiators heater,h22_mw05,0.0
UserB,Radiators heater,h23_mw05,0.0
UserB,Radiators heater,h24_mw05,0.0
UserB,Radiators heater,h01_mw06,0.0
UserB,Radiators heater,h02_mw06,0.0
UserB,Radiators heater,h03_mw06,0.0
UserB,Radiators heater,h04_mw06,0.0
UserB,Radiators heater,h05_mw06,0.0
UserB,Radiators heater,h06_mw06,0.0
UserB,Radiators heater,h07_mw06,0.0
UserB,Radiators heater,h08_mw06,0.0
UserB,Radiators heater,h09_mw06,0.0
UserB,Radiators heater,h10_mw06,0.0
UserB,Radiators heater,h11_mw06,0.0
UserB,Radiators heater,h12_mw06,0.0
UserB,Radiators heater,h13_mw06,0.0
UserB,Radiators heater,h14_mw06,0.0
UserB,Radiators heater,h15_mw06,0.0
UserB,Radiators heater,h16_mw06,0.0
UserB,Radiators heater,h17_mw06,0.0
UserB,Radiators heater,h18_mw06,0.0
UserB,Radiators heater,h19_mw06,0.0
UserB,Radiators heater,h20_mw06,0.0
UserB,Radiators heater,h21_mw06,0.0
UserB,Radiators heater,h22_mw06,0.0
UserB,Radiators heater,h23_mw06,0.0
UserB,Radiators heater,h24_mw06,0.0
UserB,Radiators heater,h01_mw07,0.0
UserB,Radiators heater,h02_mw07,0.0
UserB,Radiators heater,h03_mw07,0.0
UserB,Radiators heater,h04_mw07,0.0
UserB,Radiators heater,h05_mw07,0.0
UserB,Radiators heater,h06_mw07,0.0
UserB,Radiators heater,h07_mw07,0.0
UserB,Radiators heater,h08_mw07,0.0
UserB,Radiators heater,h09_mw07,0.0
UserB,Radiators heater,h10_mw07,0.0
UserB,Radiators heater,h11_mw07,0.0
UserB,Radiators heater,h12_mw07,0.0
UserB,Radiators heater,h13_mw07,0.0
UserB,Radiators heater,h14_mw07,0.0
UserB,Radiators heater,h15_mw07,0.0
UserB,Radiators heater,h16_mw07,0.0
UserB,Radiators heater,h17_mw07,0.0
UserB,Radiators heater,h18_mw07,0.0
UserB,Radiators heater,h19_mw07,0.0
UserB,Radiators heater,h20_mw07,0.0
UserB,Radiators heater,h21_mw07,0.0
UserB,Radiators heater,h22_mw07,0.0
UserB,Radiators heater,h23_mw07,0.0
UserB,Radiators heater,h24_mw07,0.0
UserB,Radiators heater,h01_mw08,0.0
UserB,Radiators heater,h02_mw08,0.0
UserB,Radiators heater,h03_mw08,0.0
UserB,Radiators heater,h04_mw08,0.0
UserB,Radiators heater,h05_mw08,0.0
UserB,Radiators heater,h06_mw08,0.0
UserB,Radiators heater,h07_mw08,0.0
UserB,Radiators heater,h08_mw08,0.0
UserB,Radiators heater,h09_mw08,0.0
UserB,Radiators heater,h10_mw08,0.0
UserB,Radiators heater,h11_mw08,0.0
UserB,Radiators heater,h12_mw08,0.0
UserB,Radiators heater,h13_mw08,0.0
UserB,Radiators heater,h14_mw08,0.0
UserB,Radiators heater,h15_mw08,0.0
UserB,Radiators heater,h16_mw08,0.0
UserB,Radiators heater,h17_mw08,0.0
UserB,Radiators heater,h18_mw08,0.0
UserB,Radiators heater,h19_mw08,0.0
UserB,Radiators heater,h20_mw08,0.0
UserB,Radiators heater,h21_mw08,0.0
UserB,Radiators heater,h22_mw08,0.0
UserB,Radiators heater,h23_mw08,0.0
UserB,Radiators heater,h24_mw08,0.0
UserB,Radiators heater,h01_mw09,0.0
UserB,Radiators heater,h02_mw09,0.0
UserB,Radiators heater,h03_mw09,0.0
UserB,Radiators heater,h04_mw09,0.0
UserB,Radiators heater,h05_mw09,0.0
UserB,Radiators heater,h06_mw09,0.0
UserB,Radiators heater,h07_mw09,0.0
UserB,Radiators heater,h08_mw09,0.0
UserB,Radiators heater,h09_mw09,0.0
UserB,Radiators heater,h10_mw09,0.0
UserB,Radiators heater,h11_mw09,0.0
UserB,Radiators heater,h12_mw09,0.0
UserB,Radiators heater,h13_mw09,0.0
UserB,Radiators heater,h14_mw09,0.0
UserB,Radiators heater,h15_mw09,0.0
UserB,Radiators heater,h16_mw09,0.0
UserB,Radiators heater,h17_mw09,0.0
UserB,Radiators heater,h18_mw09,0.0
UserB,Radiators heater,h19_mw09,0.0
UserB,Radiators heater,h20_mw09,0.0
UserB,Radiators heater,h21_mw09,0.0
UserB,Radiators heater,h22_mw09,0.0
UserB,Radiators heater,h23_mw09,0.0
UserB,Radiators heater,h24_mw09,0.0
UserB,Radiators heater,h01_mw10,0.0
UserB,Radiators heater,h02_mw10,0.0
UserB,Radiators heater,h03_mw10,0.0
UserB,Radiators heater,h04_mw10,0.0
UserB,Radiators heater,h05_mw10,0.0
UserB,Radiators heater,h06_mw10,0.0
UserB,Radiators heater,h07_mw10,0.0
UserB,Radiators heater,h08_mw10,0.0
UserB,Radiators heater,h09_mw10,0.0
UserB,Radiators heater,h10_mw10,0.0
UserB,Radiators heater,h11_mw10,0.0
UserB,Radiators heater,h12_mw10,0.0
UserB,Radiators heater,h13_mw10,0.0
UserB,Radiators heater,h14_mw10,0.0
UserB,Radiators heater,h15_mw10,0.0
UserB,Radiators heater,h16_mw10,0.0
UserB,Radiators heater,h17_mw10,0.0
UserB,Radiators heater,h18_mw10,0.0
UserB,Radiators heater,h19_mw10,0.0
UserB,Radiators heater,h20_mw10,0.0
UserB,Radiators heater,h21_mw10,0.0
UserB,Radiators heater,h22_mw10,0.0
UserB,Radiators heater,h23_mw10,0.0
UserB,Radiators heater,h24_mw10,0.0
UserB,Radiators heater,h01_mw11,0.0
UserB,Radiators heater,h02_mw11,0.0
UserB,Radiators heater,h03_mw11,0.0
UserB,Radiators heater,h04_mw11,0.0
UserB,Radiators heater,h05_mw11,0.0
UserB,Radiators heater,h06_mw11,0.0
UserB,Radiators heater,h07_mw11,0.0
UserB,Radiators heater,h08_mw11,0.0
UserB,Radiators heater,h09_mw11,0.0
UserB,Radiators heater,h10_mw11,0.0
UserB,Radiators heater,h11_mw11,0.0
UserB,Radiators heater,h12_mw11,0.0
UserB,Radiators heater,h13_mw11,0.0
UserB,Radiators heater,h14_mw11,0.0
UserB,Radiators heater,h15_mw11,0.0
UserB,Radiators heater,h16_mw11,0.0
UserB,Radiators heater,h17_mw11,0.0
UserB,Radiators heater,h18_mw11,0.0
UserB,Radiators heater,h19_mw11,0.0
UserB,Radiators heater,h20_mw11,0.0
UserB,Radiators heater,h21_mw11,0.0
UserB,Radiators heater,h22_mw11,0.0
UserB,Radiators heater,h23_mw11,0.0
UserB,Radiators heater,h24_mw11,0.0
UserB,Radiators heater,h01_mw12,0.0
UserB,Radiators heater,h02_mw12,0.0
UserB,Radiators heater,h03_mw12,0.0
UserB,Radiators heater,h04_mw12,0.0
UserB,Radiators heater,h05_mw12,0.0
UserB,Radiators heater,h06_mw12,0.0
UserB,Radiators heater,h07_mw12,0.0
UserB,Radiators heater,h08_mw12,0.0
UserB,Radiators heater,h09_mw12,0.0
UserB,Radiators heater,h10_mw12,0.0
UserB,Radiators heater,h11_mw12,0.0
UserB,Radiators heater,h12_mw12,0.0
UserB,Radiators heater,h13_mw12,0.0
UserB,Radiators heater,h14_mw12,0.0
UserB,Radiators heater,h15_mw12,0.0
UserB,Radiators heater,h16_mw12,0.0
UserB,Radiators heater,h17_mw12,0.0
UserB,Radiators heater,h18_mw12,0.0
UserB,Radiators heater,h19_mw12,0.0
UserB,Radiators heater,h20_mw12,0.0
UserB,Radiators heater,h21_mw12,0.0
UserB,Radiators heater,h22_mw12,0.0
UserB,Radiators heater,h23_mw12,0.0
UserB,Radiators heater,h24_mw12,0.0
UserB,Radiators heater,h01_mw13,0.0
UserB,Radiators heater,h02_mw13,0.0
UserB,Radiators heater,h03_mw13,0.0
UserB,Radiators heater,h04_mw13,0.0
UserB,Radiators heater,h05_mw13,0.0
UserB,Radiators heater,h06_mw13,0.0
UserB,Radiators heater,h07_mw13,0.0
UserB,Radiators heater,h08_mw13,0.0
UserB,Radiators heater,h09_mw13,0.0
UserB,Radiators heater,h10_mw13,0.0
UserB,Radiators heater,h11_mw13,0.0
UserB,Radiators heater,h12_mw13,0.0
UserB,Radiators heater,h13_mw13,0.0
UserB,Radiators heater,h14_mw13,0.0
UserB,Radiators heater,h15_mw13,0.0
UserB,Radiators heater,h16_mw13,0.0
UserB,Radiators heater,h17_mw13,0.0
UserB,Radiators heater,h18_mw13,0.0
UserB,Radiators heater,h19_mw13,0.0
UserB,Radiators heater,h20_mw13,0.0
UserB,Radiators heater,h21_mw13,0.0
UserB,Radiators heater,h22_mw13,0.0
UserB,Radiators heater,h23_mw13,0.0
UserB,Radiators heater,h24_mw13,0.0
UserB,Radiators heater,h01_mw14,0.0
UserB,Radiators heater,h02_mw14,0.0
UserB,Radiators heater,h03_mw14,0.0
UserB,Radiators heater,h04_mw14,0.0
UserB,Radiators heater,h05_mw14,0.0
UserB,Radiators heater,h06_mw14,0.0
UserB,Radiators heater,h07_mw14,0.0
UserB,Radiators heater,h08_mw14,0.0
UserB,Radiators heater,h09_mw14,0.0
UserB,Radiators heater,h10_mw14,0.0
UserB,Radiators heater,h11_mw14,0.0
UserB,Radiators heater,h12_mw14,0.0
UserB,Radiators heater,h13_mw14,0.0
UserB,Radiators heater,h14_mw14,0.0
UserB,Radiators heater,h15_mw14,0.0
UserB,Radiators heater,h16_mw14,0.0
UserB,Radiators heater,h17_mw14,0.0
UserB,Radiators heater,h18_mw14,0.0
UserB,Radiators heater,h19_mw14,0.0
UserB,Radiators heater,h20_mw14,0.0
UserB,Radiators heater,h21_mw14,0.0
UserB,Radiators heater,h22_mw14,0.0
UserB,Radiators heater,h23_mw14,0.0
UserB,Radiators heater,h24_mw14,0.0
UserB,Radiators heater,h01_su01,0.0
UserB,Radiators heater,h02_su01,0.0
UserB,Radiators heater,h03_su01,0.0
UserB,Radiators heater,h04_su01,0.0
UserB,Radiators heater,h05_su01,0.0
UserB,Radiators heater,h06_su01,0.0
UserB,Radiators heater,h07_su01,0.0
UserB,Radiators heater,h08_su01,0.0
UserB,Radiators heater,h09_su01,0.0
UserB,Radiators heater,h10_su01,0.0
UserB,Radiators heater,h11_su01,0.0
UserB,Radiators heater,h12_su01,0.0
UserB,Radiators heater,h13_su01,0.0
UserB,Radiators heater,h14_su01,0.0
UserB,Radiators heater,h15_su01,0.0
UserB,Radiators heater,h16_su01,0.0
UserB,Radiators heater,h17_su01,0.0
UserB,Radiators heater,h18_su01,0.0
UserB,Radiators heater,h19_su01,0.0
UserB,Radiators heater,h20_su01,0.0
UserB,Radiators heater,h21_su01,0.0
UserB,Radiators heater,h22_su01,0.0
UserB,Radiators heater,h23_su01,0.0
UserB,Radiators heater,h24_su01,0.0
UserB,Radiators heater,h01_su02,0.0
UserB,Radiators heater,h02_su02,0.0
UserB,Radiators heater,h03_su02,0.0
UserB,Radiators heater,h04_su02,0.0
UserB,Radiators heater,h05_su02,0.0
UserB,Radiators heater,h06_su02,0.0
UserB,Radiators heater,h07_su02,0.0
UserB,Radiators heater,h08_su02,0.0
UserB,Radiators heater,h09_su02,0.0
UserB,Radiators heater,h10_su02,0.0
UserB,Radiators heater,h11_su02,0.0
UserB,Radiators heater,h12_su02,0.0
UserB,Radiators heater,h13_su02,0.0
UserB,Radiators heater,h14_su02,0.0
UserB,Radiators heater,h15_su02,0.0
UserB,Radiators heater,h16_su02,0.0
UserB,Radiators heater,h17_su02,0.0
UserB,Radiators heater,h18_su02,0.0
UserB,Radiators heater,h19_su02,0.0
UserB,Radiators heater,h20_su02,0.0
UserB,Radiators heater,h21_su02,0.0
UserB,Radiators heater,h22_su02,0.0
UserB,Radiators heater,h23_su02,0.0
UserB,Radiators heater,h24_su02,0.0
UserB,Radiators heater,h01_su03,0.0
UserB,Radiators heater,h02_su03,0.0
UserB,Radiators heater,h03_su03,0.0
UserB,Radiators heater,h04_su03,0.0
UserB,Radiators heater,h05_su03,0.0
UserB,Radiators heater,h06_su03,0.0
UserB,Radiators heater,h07_su03,0.0
UserB,Radiators heater,h08_su03,0.0
UserB,Radiators heater,h09_su03,0.0
UserB,Radiators heater,h10_su03,0.0
UserB,Radiators heater,h11_su03,0.0
UserB,Radiators heater,h12_su03,0.0
UserB,Radiators heater,h13_su03,0.0
UserB,Radiators heater,h14_su03,0.0
UserB,Radiators heater,h15_su03,0.0
UserB,Radiators heater,h16_su03,0.0
UserB,Radiators heater,h17_su03,0.0
UserB,Radiators heater,h18_su03,0.0
UserB,Radiators heater,h19_su03,0.0
UserB,Radiators heater,h20_su03,0.0
UserB,Radiators heater,h21_su03,0.0
UserB,Radiators heater,h22_su03,0.0
UserB,Radiators heater,h23_su03,0.0
UserB,Radiators heater,h24_su03,0.0
UserB,Radiators heater,h01_su04,0.0
UserB,Radiators heater,h02_su04,0.0
UserB,Radiators heater,h03_su04,0.0
UserB,Radiators heater,h04_su04,0.0
UserB,Radiators heater,h05_su04,0.0
UserB,Radiators heater,h06_su04,0.0
UserB,Radiators heater,h07_su04,0.0
UserB,Radiators heater,h08_su04,0.0
UserB,Radiators heater,h09_su04,0.0
UserB,Radiators heater,h10_su04,0.0
UserB,Radiators heater,h11_su04,0.0
UserB,Radiators heater,h12_su04,0.0
UserB,Radiators heater,h13_su04,0.0
UserB,Radiators heater,h14_su04,0.0
UserB,Radiators heater,h15_su04,0.0
UserB,Radiators heater,h16_su04,0.0
UserB,Radiators heater,h17_su04,0.0
UserB,Radiators heater,h18_su04,0.0
UserB,Radiators heater,h19_su04,0.0
UserB,Radiators heater,h20_su04,0.0
UserB,Radiators heater,h21_su04,0.0
UserB,Radiators heater,h22_su04,0.0
UserB,Radiators heater,h23_su04,0.0
UserB,Radiators heater,h24_su04,0.0
UserB,Radiators heater,h01_su05,0.0
UserB,Radiators heater,h02_su05,0.0
UserB,Radiators heater,h03_su05,0.0
UserB,Radiators heater,h04_su05,0.0
UserB,Radiators heater,h05_su05,0.0
UserB,Radiators heater,h06_su05,0.0
UserB,Radiators heater,h07_su05,0.0
UserB,Radiators heater,h08_su05,0.0
UserB,Radiators heater,h09_su05,0.0
UserB,Radiators heater,h10_su05,0.0
UserB,Radiators heater,h11_su05,0.0
UserB,Radiators heater,h12_su05,0.0
UserB,Radiators heater,h13_su05,0.0
UserB,Radiators heater,h14_su05,0.0
UserB,Radiators heater,h15_su05,0.0
UserB,Radiators heater,h16_su05,0.0
UserB,Radiators heater,h17_su05,0.0
UserB,Radiators heater,h18_su05,0.0
UserB,Radiators heater,h19_su05,0.0
UserB,Radiators heater,h20_su05,0.0
UserB,Radiators heater,h21_su05,0.0
UserB,Radiators heater,h22_su05,0.0
UserB,Radiators heater,h23_su05,0.0
UserB,Radiators heater,h24_su05,0.0
UserB,Radiators heater,h01_su06,0.0
UserB,Radiators heater,h02_su06,0.0
UserB,Radiators heater,h03_su06,0.0
UserB,Radiators heater,h04_su06,0.0
UserB,Radiators heater,h05_su06,0.0
UserB,Radiators heater,h06_su06,0.0
UserB,Radiators heater,h07_su06,0.0
UserB,Radiators heater,h08_su06,0.0
UserB,Radiators heater,h09_su06,0.0
UserB,Radiators heater,h10_su06,0.0
UserB,Radiators heater,h11_su06,0.0
UserB,Radiators heater,h12_su06,0.0
UserB,Radiators heater,h13_su06,0.0
UserB,Radiators heater,h14_su06,0.0
UserB,Radiators heater,h15_su06,0.0
UserB,Radiators heater,h16_su06,0.0
UserB,Radiators heater,h17_su06,0.0
UserB,Radiators heater,h18_su06,0.0
UserB,Radiators heater,h19_su06,0.0
UserB,Radiators heater,h20_su06,0.0
UserB,Radiators heater,h21_su06,0.0
UserB,Radiators heater,h22_su06,0.0
UserB,Radiators heater,h23_su06,0.0
UserB,Radiators heater,h24_su06,0.0
UserB,Radiators heater,h01_su07,0.0
UserB,Radiators heater,h02_su07,0.0
UserB,Radiators heater,h03_su07,0.0
UserB,Radiators heater,h04_su07,0.0
UserB,Radiators heater,h05_su07,0.0
UserB,Radiators heater,h06_su07,0.0
UserB,Radiators heater,h07_su07,0.0
UserB,Radiators heater,h08_su07,0.0
UserB,Radiators heater,h09_su07,0.0
UserB,Radiators heater,h10_su07,0.0
UserB,Radiators heater,h11_su07,0.0
UserB,Radiators heater,h12_su07,0.0
UserB,Radiators heater,h13_su07,0.0
UserB,Radiators heater,h14_su07,0.0
UserB,Radiators heater,h15_su07,0.0
UserB,Radiators heater,h16_su07,0.0
UserB,Radiators heater,h17_su07,0.0
UserB,Radiators heater,h18_su07,0.0
UserB,Radiators heater,h19_su07,0.0
UserB,Radiators heater,h20_su07,0.0
UserB,Radiators heater,h21_su07,0.0
UserB,Radiators heater,h22_su07,0.0
UserB,Radiators heater,h23_su07,0.0
UserB,Radiators heater,h24_su07,0.0
UserB,Radiators heater,h01_su08,0.0
UserB,Radiators heater,h02_su08,0.0
UserB,Radiators heater,h03_su08,0.0
UserB,Radiators heater,h04_su08,0.0
UserB,Radiators heater,h05_su08,0.0
UserB,Radiators heater,h06_su08,0.0
UserB,Radiators heater,h07_su08,0.0
UserB,Radiators heater,h08_su08,0.0
UserB,Radiators heater,h09_su08,0.0
UserB,Radiators heater,h10_su08,0.0
UserB,Radiators heater,h11_su08,0.0
UserB,Radiators heater,h12_su08,0.0
UserB,Radiators heater,h13_su08,0.0
UserB,Radiators heater,h14_su08,0.0
UserB,Radiators heater,h15_su08,0.0
UserB,Radiators heater,h16_su08,0.0
UserB,Radiators heater,h17_su08,0.0
UserB,Radiators heater,h18_su08,0.0
UserB,Radiators heater,h19_su08,0.0
UserB,Radiators heater,h20_su08,0.0
UserB,Radiators heater,h21_su08,0.0
UserB,Radiators heater,h22_su08,0.0
UserB,Radiators heater,h23_su08,0.0
UserB,Radiators heater,h24_su08,0.0
UserB,Radiators heater,h01_su09,0.0
UserB,Radiators heater,h02_su09,0.0
UserB,Radiators heater,h03_su09,0.0
UserB,Radiators heater,h04_su09,0.0
UserB,Radiators heater,h05_su09,0.0
UserB,Radiators heater,h06_su09,0.0
UserB,Radiators heater,h07_su09,0.0
UserB,Radiators heater,h08_su09,0.0
UserB,Radiators heater,h09_su09,0.0
UserB,Radiators heater,h10_su09,0.0
UserB,Radiators heater,h11_su09,0.0
UserB,Radiators heater,h12_su09,0.0
UserB,Radiators heater,h13_su09,0.0
